committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,FEB4A8A756D3C562252,1378595,PAC,POLITICAL ACTION COMMITTEE,C00540054,C00540054,NEBRASKA SANDHILLS PAC,VA,NEBRASKA SANDHILLS PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2019 CONTRIBUTION,,,8/14/19 0:00,5000,,,,,,,,,,,,,P2019,CONTRIBUTION,PRIMARY,2019,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,ALEXANDRIA,22314,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864261,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,83767B77A19F9D71C4C,1378595,PAC,POLITICAL ACTION COMMITTEE,C00611400,C00611400,NEW ENERGY IN WASHINGTON HOUSE PAC (N.E.W. HOUSE PAC),DC,NEW ENERGY IN WASHINGTON HOUSE PAC (N.E.W. HOUSE PAC),,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2019 CONTRIBUTION,,,12/18/19 0:00,5000,,,,,,,,,,,,,P2019,CONTRIBUTION,PRIMARY,2019,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,WASHINGTON,200240706,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864261,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,1A491A5D43E2CC88C64,1378595,PAC,POLITICAL ACTION COMMITTEE,C00410092,C00410092,PEOPLE'S VOICE PAC,WI,PEOPLE'S VOICE PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2019 CONTRIBUTION,,,11/27/19 0:00,5000,,,,,,,,,,,,,P2019,CONTRIBUTION,PRIMARY,2019,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,MADISON,54850,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864265,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,05566A2FDB0734C6872,1378595,PAC,POLITICAL ACTION COMMITTEE,C00544254,C00544254,PERIMETER PAC,MA,PERIMETER PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2019 CONTRIBUTION,,,11/7/19 0:00,5000,,,,,,,,,,,,,P2019,CONTRIBUTION,PRIMARY,2019,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,FOXBORO,2035,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864265,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,42F137BADB4F6C65DB6,1378595,CCM,CAMPAIGN COMMITTEE,C00437889,C00437889,PETERS FOR MICHIGAN,MI,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 GENERAL,,,11/20/19 0:00,5000,S,SENATE,,S4MI00355,"PETERS, GARY CHARLES",GARY,PETERS,CHARLES,,,MI,MICHIGAN,G2020,,GENERAL,2020,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,DETROIT,48244,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864266,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,03B962135D0D64F7EF4,1378595,PAC,POLITICAL ACTION COMMITTEE,C00551168,C00551168,PUGET PAC,DC,PUGET PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2019 CONTRIBUTION,,,11/27/19 0:00,5000,,,,,,,,,,,,,P2019,CONTRIBUTION,PRIMARY,2019,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,WASHINGTON,20003,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864268,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,05045B50B8B58827B72,1378595,PAC,POLITICAL ACTION COMMITTEE,C00165548,C00165548,SAC PAC,MD,SAC PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2019 CONTRIBUTION,,,12/18/19 0:00,5000,,,,,,,,,,,,,P2019,CONTRIBUTION,PRIMARY,2019,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,GAITHERSBURG,20883,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864271,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,0DED33E5FDB49F5CC97,1378595,PAC,POLITICAL ACTION COMMITTEE,C00404418,C00404418,STAND TALL AMERICA PAC (STAPAC),TX,STAND TALL AMERICA PAC (STAPAC),,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2019 CONTRIBUTION,,,9/24/19 0:00,5000,,,,,,,,,,,,,P2019,CONTRIBUTION,PRIMARY,2019,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,AMARILLO,79105,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864274,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,6F49536605B4A87FABF,1378595,PAC,POLITICAL ACTION COMMITTEE,C00328369,C00328369,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,CA,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2019 CONTRIBUTION,,,12/19/19 0:00,5000,,,,,,,,,,,,,P2019,CONTRIBUTION,PRIMARY,2019,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,SACRAMENTO,95814,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864279,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,09BD1F6D3779D931517,1378595,PAC,POLITICAL ACTION COMMITTEE,C00521310,C00521310,THE LIBERTY FUND,WA,THE LIBERTY FUND,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2019 CONTRIBUTION,,,12/18/19 0:00,5000,,,,,,,,,,,,,P2019,CONTRIBUTION,PRIMARY,2019,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,VANCOUVER,986681992,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864280,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,711B80CD51A47291993,1378595,CCM,CAMPAIGN COMMITTEE,C00238907,C00238907,THE REED COMMITTEE,RI,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 GENERAL,,,9/16/19 0:00,5000,S,SENATE,,S6RI00163,"REED, JACK FRANCIS",JACK,REED,FRANCIS,,,RI,RHODE ISLAND,G2020,,GENERAL,2020,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,CRANSTON,2920,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864280,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,4926261558FD82620FA,1378595,CCM,CAMPAIGN COMMITTEE,C00412759,C00412759,VERN BUCHANAN FOR CONGRESS,FL,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 GENERAL,,,12/11/19 0:00,5000,H,HOUSE,16,H6FL13148,"BUCHANAN, VERNON GALE",VERNON,BUCHANAN,GALE,,,FL,FLORIDA,G2020,,GENERAL,2020,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,SARASOTA,34230,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864285,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,3B39280CB4F6C3A6680,1378595,CCM,CAMPAIGN COMMITTEE,C00386748,C00386748,VIRGINIA FOXX FOR CONGRESS,NC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,12/18/19 0:00,5000,H,HOUSE,5,H4NC05146,"FOXX, VIRGINIA ANN",VIRGINIA,FOXX,ANN,,,NC,NORTH CAROLINA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,BOONE,28607,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864286,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,FF37ED823F709324FD7,1378595,PAC,POLITICAL ACTION COMMITTEE,C00489336,C00489336,WILD AND WONDERFUL PAC,VA,WILD AND WONDERFUL PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2019 CONTRIBUTION,,,12/18/19 0:00,5000,,,,,,,,,,,,,P2019,CONTRIBUTION,PRIMARY,2019,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,ARLINGTON,22206,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864288,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2020,M4,2.02004E+17,23,32DB859F4A3AF66AFA3,1402117,PAC,POLITICAL ACTION COMMITTEE,C00625988,C00625988,FUTURE FORUM PAC,MD,FUTURE FORUM PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 CONTRIBUTION,,,3/12/20 0:00,5000,,,,,,,,,,,,,P2020,CONTRIBUTION,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,37:49.2,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.04202E+18,GAITHERSBURG,20883,CONTRIBUTIONS,,2020,SB,4.04202E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202004209219748397,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2020,M4,2.02004E+17,23,2511825547301783DF4,1402117,PAC,POLITICAL ACTION COMMITTEE,C00617803,C00617803,"JOBS, EDUCATION, & FAMILIES FIRST - JEFF PAC",DC,"JOBS, EDUCATION, & FAMILIES FIRST - JEFF PAC",,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 CONTRIBUTION,,,3/12/20 0:00,5000,,,,,,,,,,,,,P2020,CONTRIBUTION,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,37:49.2,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.04202E+18,WASHINGTON,20008,CONTRIBUTIONS,,2020,SB,4.04202E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202004209219748399,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2020,M4,2.02004E+17,23,C23993BE770C1A688D5,1402117,PAC,POLITICAL ACTION COMMITTEE,C00427435,C00427435,MAVERICK PAC USA,MA,MAVERICK PAC USA,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 CONTRIBUTION,,,3/12/20 0:00,5000,,,,,,,,,,,,,P2020,CONTRIBUTION,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,37:49.2,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.04202E+18,BEVERLY,1915,CONTRIBUTIONS,,2020,SB,4.04202E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202004209219748400,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2020,M3,2.02004E+17,23,76B291EE4945EE7F10D,1402116,PAC,POLITICAL ACTION COMMITTEE,C00550970,C00550970,EQUALITY PAC,DC,EQUALITY PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 CONTRIBUTION,,,2/25/20 0:00,5000,,,,,,,,,,,,,P2020,CONTRIBUTION,PRIMARY,2020,N,NO CHANGE,ITEMIZED DISBURSEMENTS,25:40.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.04202E+18,WASHINGTON,20003,CONTRIBUTIONS,,2020,SB,4.04212E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202004209219748309,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2020,M3,2.02004E+17,23,DB314D170274E256944,1402116,CCM,CAMPAIGN COMMITTEE,C00255562,C00255562,FRIENDS OF JIM CLYBURN,SC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,2/21/20 0:00,5000,H,HOUSE,6,H2SC02042,"CLYBURN, JAMES E.",JAMES,CLYBURN,E.,,,SC,SOUTH CAROLINA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,25:40.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.04202E+18,COLUMBIA,29211,CONTRIBUTIONS,,2020,SB,4.04212E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202004209219748309,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2020,M3,2.02004E+17,23,51D99A15AD78D2A6FCA,1402116,PAC,POLITICAL ACTION COMMITTEE,C00440032,C00440032,PROMOTING OUR REPUBLICAN TEAM PAC,OH,PROMOTING OUR REPUBLICAN TEAM PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 CONTRIBUTION,,,2/21/20 0:00,5000,,,,,,,,,,,,,P2020,CONTRIBUTION,PRIMARY,2020,C,CHANGE,ITEMIZED DISBURSEMENTS,25:40.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.04202E+18,CINCINNATI,452442768,CONTRIBUTIONS,,2020,SB,4.04212E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202004209219748311,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,1F4A495E1FAAF4F7146,1344655,PAC,POLITICAL ACTION COMMITTEE,C00631051,C00631051,ABRAHAM LINCOLN PAC,GA,ABRAHAM LINCOLN PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2019 CONTRIBUTION,,,6/24/19 0:00,5000,,,,,,,,,,,,,P2019,CONTRIBUTION,PRIMARY,2019,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,ATHENS,30605,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457286,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,D25C7442F0657286B4F,1344655,CCM,CAMPAIGN COMMITTEE,C00304709,C00304709,ADAM SMITH FOR CONGRESS COMMITTEE,WA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,6/12/19 0:00,5000,H,HOUSE,9,H6WA09025,"SMITH, ADAM",ADAM,SMITH,,,,WA,WASHINGTON,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,RENTON,98057,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457286,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,7E318849B9090050A31,1344655,PAC,POLITICAL ACTION COMMITTEE,C00271338,C00271338,AMERIPAC THE FUND FOR A GREATER AMERICA,DC,AMERIPAC THE FUND FOR A GREATER AMERICA,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2019 CONTRIBUTION,,,5/9/19 0:00,5000,,,,,,,,,,,,,P2019,CONTRIBUTION,PRIMARY,2019,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,WASHINGTON,20005,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457289,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,03A6B0FE6A47A572E32,1344655,CCM,CAMPAIGN COMMITTEE,C00574640,C00574640,ANTHONY BROWN FOR CONGRESS,MD,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,5/9/19 0:00,5000,H,HOUSE,4,H6MD04209,"BROWN, ANTHONY GREGORY",ANTHONY,BROWN,GREGORY,,,MD,MARYLAND,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,BOWIE,20721,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457291,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,19C6623EB3C9403339F,1344655,PAC,POLITICAL ACTION COMMITTEE,C00506907,C00506907,ASPIRE PAC,DC,ASPIRE PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2019 CONTRIBUTION,,,3/25/19 0:00,5000,,,,,,,,,,,,,P2019,CONTRIBUTION,PRIMARY,2019,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,WASHINGTON,20006,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457292,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,0454A41B9306A205358,1344655,CCM,CAMPAIGN COMMITTEE,C00547976,C00547976,BEN SASSE FOR US SENATE INC,NE,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,6/12/19 0:00,5000,S,SENATE,,S4NE00090,"SASSE, BENJAMIN ERIC",BENJAMIN,SASSE,ERIC,,,NE,NEBRASKA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,LINCOLN,685010349,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457294,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,21EA834A35BCA05C050,1344655,PAC,POLITICAL ACTION COMMITTEE,C00399196,C00399196,BUILDING RELATIONSHIPS IN DIVERSE GEOGRAPHIC ENVIRONMENTS PAC (BRIDGE PAC),DC,BUILDING RELATIONSHIPS IN DIVERSE GEOGRAPHIC ENVIRONMENTS PAC (BRIDGE PAC),,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2019 CONTRIBUTION,,,5/6/19 0:00,5000,,,,,,,,,,,,,P2019,CONTRIBUTION,PRIMARY,2019,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,WASHINGTON,20003,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457299,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,4169AF9B623C202B552,1344655,PAC,POLITICAL ACTION COMMITTEE,C00386300,C00386300,CALUMET PAC,IN,CALUMET PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2019 CONTRIBUTION,,,5/17/19 0:00,5000,,,,,,,,,,,,,P2019,CONTRIBUTION,PRIMARY,2019,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,MERRILLVILLE,46410,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457300,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,CB0DB6694DD60218455,1344655,CCM,CAMPAIGN COMMITTEE,C00390476,C00390476,CATHY MCMORRIS RODGERS FOR CONGRESS,WA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,3/19/19 0:00,5000,H,HOUSE,5,H4WA05077,"MCMORRIS RODGERS, CATHY",CATHY,MCMORRIS RODGERS,,,,WA,WASHINGTON,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,SPOKANE,992100137,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457300,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,D1812476A86B60F358C,1344655,PAC,POLITICAL ACTION COMMITTEE,C00365536,C00365536,CHC BOLD PAC,DC,CHC BOLD PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2019 CONTRIBUTION,,,3/25/19 0:00,5000,,,,,,,,,,,,,P2019,CONTRIBUTION,PRIMARY,2019,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,WASHINGTON,20013,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457301,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,CF924CDFAD68C8C6151,1344655,PAC,POLITICAL ACTION COMMITTEE,C00540906,C00540906,CHERPAC,DC,CHERPAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2019 CONTRIBUTION,,,6/25/19 0:00,5000,,,,,,,,,,,,,P2019,CONTRIBUTION,PRIMARY,2019,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,WASHINGTON,20035,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457301,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
